"CUI","count","name"
"C1003214",4,"Ardea cinerea"
"C4743712",4,"HLA Class IC Histocompatibility Antigen Measurement"
"C0034982",4,"Government regulations"
"C1624540",4,"Singapore grouper iridovirus"
"C0018379",4,"Guilt"
"C0870509",4,"Escape (mental process)"
"C0412472",4,"Total body water measurement"
"C0445666",4,"Streptococcus parauberis"
"C4276655",4,"amicarbazone"
"C0266789",4,"Velamentous insertion of umbilical cord (disorder)"
"C1547857",4,"Pharmaceutical Substances"
"C0051325",4,"alpha-aminopimelic acid"
"C0060149",4,"fenamiphos"
"C0222607",4,"Breast collecting duct"
"C0069175",4,"nylon 6"
"C2347137",4,"Milligram per Animal"
"C4217559",4,"Verum"
"C2316368",4,"Tissue section"
"C0518864",4,"Granulation finding"
"C1300572",4,"mEq/kg"
"C0014445",4,"enzymology"
"C4505161",4,"Biological Coevolution"
"C1053335",4,"Lycoris squamigera"
"C4721453",4,"Peripheral Nervous System Diseases"
"C0015041",4,"ethopabate"
"C0086713",4,"Nonrespondents"
"C0333843",4,"Myeloma cell"
"C0009074",4,"clotrimazole"
"C0563595",4,"Mechanical abrasion"
"C1203566",4,"Leuconostoc inhae"
"C0011017",4,"Day Care, Medical"
"C0056170",4,"compactin"
"C0679695",4,"Prevention Research"
"C1420226",4,"SLC7A7 gene"
"C0242804",4,"Technology Transfer"
"C0337005",4,"Cold weather"
"C0033575",4,"Prostatic Diseases"
"C1552664",4,"Binary Data"
"C0331516",4,"Paspalum"
"C0872312",4,"Biomimetics"
"C2699021",4,"Reflexive Relationship"
"C0054044",4,"brevianamide A"
"C1030485",4,"Undaria pinnatifida <eukaryote>"
"C0082317",4,"diphenyltin"
"C1082060",4,"Lodderomyces"
"C0037553",4,"Taurocholic Acid, Monosodium Salt"
"C1413753",4,"CSH2 gene"
"C4301972",4,"Maximum blood pressure"
"C2713503",4,"Energy Dispersive X-Ray Spectrometry"
"C0054636",4,"carazolol"
"C0458973",4,"Custard powder"
"C1512717",4,"Infectious Disease Epidemiology"
"C0626105",4,"epilactose"
"C0648757",4,"alkanol monooxygenase (FMN-linked)"
"C1420871",4,"TPI1 gene"
"C1413354",4,"CFDP1 gene"
"C0328738",4,"Epinephelus"
"C0452461",4,"Sports drink"
"C0574471",4,"Swazi language"
"C1417635",4,"NDUFB3 gene"
"C0242785",4,"Food-Drug Interactions"
"C0059389",4,"enterotoxin E, Staphylococcal"
"C4277688",4,"Nitrogen-Fixing Bacteria"
"C4331835",4,"Antineoplastic Antibody-Drug Conjugate"
"C4284344",4,"SPTLC1 wt Allele"
"C1553385",4,"nullified - ActStatus"
"C0997028",4,"Cynara cardunculus"
"C0450138",4,"Cultured skin (substance)"
"C0863146",4,"Yellow color on exam"
"C0054275",4,"butyl chloride"
"C1710524",4,"UV Radiation Exposure"
"C0039437",4,"Teething syndrome"
"C4050004",4,"Arm or Leg Response Group 2"
"C0008202",4,"Chloride Peroxidase"
"C0920590",4,"mid infrared spectroscopy"
"C0229619",4,"Hemopoietic tissue"
"C1011305",4,"Moorella (bacterial genus)"
"C3826173",4,"Human behavior"
"C1159686",4,"metal ion transport"
"C0348053",4,"Ramping"
"C1517936",4,"Long-Term Care Nursing"
"C0032068",4,"Planarians"
"C0332272",4,"Better"
"C0446023",4,"Millerozyma farinosa"
"C0376419",4,"T7-like viruses"
"C0295914",4,"teucrin A"
"C0046096",4,"2-ethylhexanol"
"C0311143",4,"Infant diet"
"C0022525",4,"Karyometry"
"C0085280",4,"Alagille Syndrome"
"C3853274",4,"Hydrolyzed protein infant formula"
"C0681473",4,"agenda"
"C0021125",4,"Impulsive Behavior"
"C0681578",4,"junk food"
"C4684534",4,"Kinetic Chromogenic Assay"
"C1015034",4,"Satureja montana"
"C1427833",4,"SLC10A5 gene"
"C4505104",4,"Pre-Analytical Phase"
"C0599677",4,"propellant"
"C0376708",4,"Unnecessary Procedures"
"C0042666",4,"Vimentin"
"C0077512",4,"tung oil"
"C1412930",4,"SUCO gene"
"C3899449",4,"Data Management Plan"
"C0042401",4,"Vasodilation"
"C0444660",4,"Anatomic Plane"
"C2985479",4,"Dosimetrist"
"C3828564",4,"Physical Exam Method"
"C0035235",4,"Respiratory Syncytial Virus Infections"
"C1547247",4,"Packed Cells code"
"C0445644",4,"Enterococcus pseudoavium"
"C4553625",4,"Multiplexed Opsonophagocytic Killing Assay"
"C0178838",4,"saltwater environment"
"C0949937",4,"Illicium"
"C2610961",4,"Mitotic Catastrophe"
"C0028797",4,"Occupational Diseases"
"C4505192",4,"THP-1 Cells"
"C0872354",4,"neurobehavior"
"C0016314",4,"Fluoresceins"
"C3641146",4,"Photoacoustic Spectroscopy"
"C2347366",4,"Nonrandom Sampling"
"C2699119",4,"ARPP21 gene"
"C0205367",4,"Suppressive"
"C0765029",4,"pretilachlor"
"C1321796",4,"Water soluble aniline blue stain"
"C0588436",4,"Self Monitoring"
"C2987314",4,"Physical Quantity Data Type"
"C0021724",4,"Structure of intercostal muscle"
"C1318793",4,"Immunofluorescent stain method"
"C0065175",4,"lonidamine"
"C0318141",4,"Streptococcus cristatus"
"C0040048",4,"Thromboplastin"
"C0108768",4,"CD14 Antigen"
"C0008135",4,"Chironomidae"
"C1067162",4,"Corcyra cephalonica"
"C1157874",4,"chlorophyll catabolic process"
"C0013390",4,"Dysmenorrhea"
"C1155001",4,"basophil activation"
"C0443009",4,"Greek letter iota"
"C1705534",4,"Substance Use Domain"
"C0065067",4,"lipoteichoic acid"
"C1015712",4,"Hydrilla verticillata"
"C1031368",4,"Campylobacter lanienae"
"C3899698",4,"Cell Proliferation Assay"
"C1568397",4,"Clutch Size"
"C0027883",4,"Afferent neuron"
"C1705313",4,"Term (lexical)"
"C0001006",4,"Acetophenones"
"C0322197",4,"Rat tapeworm"
"C0056391",4,"cortisone acetate"
"C0040433",4,"Tooth Crowding"
"C0008581",4,"Chromobacterium"
"C0006699",4,"calcium gluconate"
"C3178975",4,"Water Table"
"C1665952",4,"Variola louti"
"C1414406",4,"ENPEP gene"
"C0871194",4,"Public Transportation"
"C4744825",4,"Control Analyte"
"C1156811",4,"glutamate metabolism"
"C0055266",4,"chanoclavine"
"C0055480",4,"chlortoluron"
"C0991511",4,"Injectable Solution"
"C0683956",4,"Disease Predictive Factor"
"C3272903",4,"Overall Response"
"C0032713",4,"Porpoises"
"C0449845",4,"Antibiotic tested"
"C1171332",4,"Dietary Requirements"
"C0140116",4,"recoverin protein"
"C0950963",4,"rubratoxin B"
"C0562351",4,"Mid upper arm circumference"
"C0868998",4,"nutritional aspects"
"C0045555",4,"gentisic acid"
"C0369108",4,"Single stranded anti DNA antibody"
"C0004007",4,"Aspartate Kinase"
"C0054036",4,"Brefeldin A"
"C0162724",4,"Glycopeptide antibiotic"
"C0017444",4,"Geographic Factors"
"C4684685",4,"ICH Common Technical Document"
"C1522215",4,"Intragastric Route of Drug Administration"
"C0868956",4,"Electric equipment"
"C0015619",4,"Famine"
"C2825865",4,"Aspartate Aminotransferase Antigen Measurement"
"C0007407",4,"Catechol O-Methyltransferase"
"C0315273",4,"Leclercia"
"C0337547",4,"Younger child"
"C5206637",4,"Warty (Bowenoid) Penile Intraepithelial Neoplasia"
"C1016543",4,"Saturnispora silvae"
"C3271738",4,"large latent transforming growth factor-beta complex"
"C2986056",4,"Laboratory Identifier"
"C0031596",4,"Phosphamidon"
"C1145610",4,"cellulose sodium phosphate"
"C1336654",4,"TNKS gene"
"C1187496",4,"Cuora amboinensis"
"C0002186",4,"Vicugna pacos"
"C1550055",4,"Buffered skim milk"
"C1548224",4,"Unoccupied"
"C0023462",4,"Acute Megakaryocytic Leukemias"
"C0545874",4,"intestinal juice"
"C0314978",4,"Bifidobacterium pseudolongum"
"C0009081",4,"Congenital clubfoot"
"C0432357",4,"Congenital absence of breast with absent nipple"
"C1202928",4,"Agra"
"C1516607",4,"Clinical Data Update System"
"C0030410",4,"Paracoccus bacteria"
"C0034596",4,"Radioligand Assay"
"C2983611",4,"Hair Coat Color"
"C1538659",4,"PKN1 gene"
"C0743195",4,"diet controlled"
"C0996858",4,"Ulex europaeus"
"C0023767",4,"Lipid A"
"C0814685",4,"involuntary outpatient commitment"
"C0682708",4,"White matter"
"C1039360",4,"Natrinema"
"C1552859",4,"Subsection"
"C1136059",4,"Root Tip"
"C0009435",4,"Commitment of Mentally Ill"
"C0646141",4,"nivalenol tetraacetate"
"C0184946",4,"Injection of air"
"C0814458",4,"care by level of intensity"
"C0040479",4,"Torsades de Pointes"
"C3546524",4,"WICH complex"
"C2931591",4,"Juvenile systemic scleroderma"
"C0017086",4,"Gangrene"
"C0011608",4,"Dermatitis Herpetiformis"
"C0003725",4,"Arboviruses"
"C1326875",4,"freezing tolerance"
"C0046926",4,"3,4,3',4'-tetrachlorobiphenyl"
"C0235025",4,"Peripheral motor neuropathy"
"C0082563",4,"ferrioxamine E"
"C0038661",4,"Suicide"
"C0796346",4,"Polymorphic Microsatellite Marker"
"C1414314",4,"EGR1 gene"
"C1518474",4,"Nurses' Health Study"
"C0002156",4,"Allyl Compounds"
"C1080692",4,"Ananas"
"C1555696",4,"prior period adjustment"
"C1332977",4,"Childhood Leukemia"
"C0162525",4,"Otoacoustic Emissions, Spontaneous"
"C0040462",4,"Toothpaste"
"C1844662",4,"Unexplained fevers"
"C0023151",4,"Lawrencium"
"C0136917",4,"phosphoric anhydride"
"C0025140",4,"MEDLARS"
"C2936598",4,"Pancreatic Stellate Cells"
"C0038655",4,"Sugar Phosphates"
"C1519236",4,"Seminiferous Cord"
"C0012282",4,"Cholestanol"
"C0750899",4,"Ulva"
"C0599878",4,"disease characteristic"
"C0315064",4,"Clostridium beijerinckii"
"C0439525",4,"Wood units"
"C0315245",4,"Pseudescherichia vulneris"
"C0315060",4,"Pseudomonas luteola"
"C0033437",4,"Propylene Glycols"
"C0331477",4,"Colocasia"
"C2826771",4,"Birth Year"
"C0042122",4,"Ustilago"
"C0072348",4,"Protein C Inhibitor"
"C1524106",4,"Chairperson"
"C1510620",4,"Models, Mental"
"C1552840",4,"row - Table"
"C0453829",4,"Fresh food"
"C0162820",4,"Dermatitis, Allergic Contact"
"C0153392",4,"Malignant neoplasm of nasopharynx"
"C1692758",4,"termination - ActReason"
"C1705536",4,"Summation (document)"
"C0728940",4,"Excision"
"C0741847",4,"Bypass"
"C0950051",4,"Cicer arietinum"
"C0326375",4,"Tree swallow"
"C0004199",4,"ATP Citrate (pro-S)-Lyase"
"C0597239",4,"physical separation"
"C1414028",4,"DGCR8 gene"
"C0227532",4,"Space of Mall"
"C0051989",4,"antiarrhythmic peptide"
"C0028145",4,"Nitrobenzenes"
"C1540039",4,"TOR1A gene"
"C2606358",4,"gamma-ferric oxide"
"C4055449",4,"Aortic Augmentation Index"
"C0398791",4,"Nijmegen Breakage Syndrome"
"C1325742",4,"Pore"
"C1034048",4,"Bacillus clausii"
"C0152497",4,"Food poisoning caused by Vibrio parahaemolyticus"
"C0806487",4,"Image Quality"
"C0678875",4,"renal tubular function"
"C0162535",4,"electrical resistance"
"C1006004",4,"Wickerhamomyces subpelliculosus"
"C1142072",4,"oral toxicity"
"C1708199",4,"Gelatin Coated Capsule Dosage Form"
"C0549399",4,"Low density lipoprotein increased"
"C0598829",4,"Madin Darby Canine Kidney Cells"
"C3269383",4,"negative regulation of ceramide biosynthetic process"
"C3256183",4,"rice germ oil"
"C2986739",4,"Disintegration per Second"
"C4724433",4,"Standard Tibetan Language"
"C0574845",4,"Date of onset"
"C1707286",4,"Carcinogenic Nitrosamine"
"C1636665",3,"Blood borne transmission"
"C0011516",3,"Deoxyribonuclease EcoRI"
"C0600501",3,"Base Pair Mismatch"
"C0908145",3,"protein tyrosine phosphatase, non-receptor type 1"
"C0454791",3,"Munster"
"C0328830",3,"Pomoxis nigromaculatus"
"C0065357",3,"lysergol"
"C2983684",3,"Total Tissue"
"C1265181",3,"Eubacterium species"
"C0006763",3,"Callitrichinae"
"C3900060",3,"Alkaline Water"
"C0003330",3,"Antigens, Fungal"
"C0275076",3,"Diplodiosis"
"C1516634",3,"research clinical testing"
"C4725583",3,"Top-dressing Route of Administration"
"C0034307",3,"Pyroglutamyl-Peptidase I"
"C0007272",3,"Carotid Arteries"
"C1431963",3,"SYNE2 protein, human"
"C1704787",3,"Definitely Related to Intervention"
"C0060636",3,"formal glycol"
"C0013264",3,"Muscular Dystrophy, Duchenne"
"C0746864",3,"Neurologic sequelae"
"C0268301",3,"Reifenstein Syndrome"
"C0282511",3,"Ixodes"
"C0677932",3,"Progressive Neoplastic Disease"
"C0242816",3,"Fee for Service payment plan"
"C3274857",3,"RAC1 wt Allele"
"C0455471",3,"History of malignant neoplasm"
"C3546959",3,"beta-carotene catabolic process"
"C0031560",3,"phloretin"
"C1158834",3,"Methane Metabolism Pathway"
"C0031751",3,"photolysis"
"C4684760",3,"Response Option"
"C5203036",3,"Data Card"
"C0127863",3,"Methionyl Aminopeptidases"
"C0853879",3,"Invasive carcinoma of breast"
"C2981254",3,"Aspergillus flavus var. oryzae"
"C0453779",3,"Tofu burger"
"C1412687",3,"ATP6AP1 gene"
"C0011473",3,"Deoxyadenine Nucleotides"
"C0104298",3,"ASAL"
"C0037862",3,"Spermatocidal Agents"
"C0016910",3,"Gabon"
"C0206992",3,"uvaol"
"C0012550",3,"Diphtheria Toxin"
"C0038376",3,"Storeroom"
"C1709097",3,"Multivariate Normal Distribution"
"C0085241",3,"Monocrotaline"
"C1539956",3,"TGM6 gene"
"C0311727",3,"Luciferases, Firefly"
"C0201838",3,"Albumin measurement"
"C0041102",3,"Trisaccharides"
"C0301569",3,"Soft diet"
"C1192787",3,"Kozakia"
"C1159123",3,"S-Nitrosylation"
"C1537471",3,"CFAP97 gene"
"C3850138",3,"Sociological Factors"
"C1842089",3,"ACCS gene"
"C3203360",3,"Suppuration"
"C0390808",3,"acuminatopyrone"
"C0011156",3,"Deficiency Diseases"
"C0012653",3,"Disease Reservoirs"
"C1413683",3,"CPS1 gene"
"C0344395",3,"Bilirubin measurement"
"C1827301",3,"Extensively Drug-Resistant Tuberculosis"
"C1460632",3,"Lepinotus reticulatus"
"C0242962",3,"Chloroplast DNA"
"C1876885",3,"SOUR CHERRY JUICE"
"C2350024",3,"Metabolic Stress"
"C1637390",3,"Milliliter per gram"
"C1602374",3,"deca units"
"C0012447",3,"Diminazene"
"C2827487",3,"Touch Prep Slide"
"C3642216",3,"Per Deciliter"
"C0019961",3,"Hospital Departments"
"C1704708",3,"Protein Phosphatase 2A"
"C3933415",3,"Halomonas sp."
"C0055571",3,"choline oxidase"
"C0358123",3,"Medicated Shampoo"
"C0444207",3,"Vaginal swab (specimen)"
"C0869039",3,"Unit dose"
"C3897264",3,"Two Color Microarray"
"C3178908",3,"Text Messaging"
"C0544691",3,"Hanging"
"C3444781",3,"Yamadazyma terventina"
"C3716637",3,"Lactobacillus koreensis"
"C2827826",3,"Initial Concentration"
"C0489488",3,"fat intake"
"C0042396",3,"Vascular constriction (function)"
"C0229150",3,"Structure of vortex veins"
"C0085860",3,"Autoimmune Syndrome Type II, Polyglandular"
"C0085197",3,"Replica Techniques"
"C0810533",3,"security systems"
"C0162401",3,"Differential white blood cell count procedure"
"C0322235",3,"Moniezia"
"C0336537",3,"Robot (device)"
"C0063919",3,"isoascorbic acid"
"C0025242",3,"memantine"
"C1705293",3,"SEG Algorithm"
"C0324376",3,"Greyhound"
"C0000817",3,"Abortion, Septic"
"C4277511",3,"Maternal Inheritance"
"C0599735",3,"mental development"
"C3828493",3,"Precipitous Birth"
"C0180407",3,"Dialysis units (machines)"
"C0524983",3,"Gastrin-Secreting Cells"
"C2826245",3,"Pre-specified"
"C0055361",3,"chlorhexidine gluconate"
"C0663332",3,"Scourge"
"C0228252",3,"Uncus of hippocampus"
"C0227054",3,"Mandibular left third molar"
"C4521198",3,"Distal Surface"
"C0011635",3,"Arthrodermataceae"
"C3309328",3,"Hampala dispar"
"C4082601",3,"Microval"
"C0946745",3,"Pistacia vera"
"C0006359",3,"Buformin"
"C0376590",3,"Torque"
"C0238604",3,"North African"
"C0061634",3,"Glycolaldehyde Dehydrogenase"
"C0729424",3,"Dishwashing liquid"
"C1549949",3,"Bachelor of Business Administration"
"C1528661",3,"fumigaclavine C"
"C0041042",3,"Trimethoprim Resistance"
"C3640173",3,"Inner Diameter"
"C1955873",3,"Emigrants"
"C1417826",3,"NR1I2 gene"
"C1262491",3,"Miconazole Oral Gel"
"C1312460",3,"trinexapac-ethyl"
"C0446282",3,"Phleum"
"C0063758",3,"iodized salt"
"C1036138",3,"Luteimonas mephitis"
"C4760587",3,"Indigenous Peoples"
"C0011379",3,"Dental Materials"
"C0050463",3,"acetosyringone"
"C0201812",3,"Spot test"
"C0687733",3,"junior high school student"
"C0178478",3,"animal care"
"C0135829",3,"pectenotoxin 1"
"C0452955",3,"White pudding"
"C0560004",3,"Counts per second"
"C0041713",3,"United States Federal Trade Commission"
"C0600623",3,"Fitness Centers"
"C0334926",3,"Public health veterinarian"
"C0045870",3,"2-aminoanthraquinone"
"C1517710",3,"Laboratory Organism"
"C0026751",3,"Multiparity"
"C0724557",3,"CLEANSER"
"C1513841",3,"NIH Center for Scientific Review"
"C0149823",3,"Acute dilatation of stomach"
"C1658974",3,"mitochondria-nucleus signaling pathway"
"C0005890",3,"Body Height"
"C0263746",3,"Osteoarthritis of the hand"
"C0221793",3,"Opiate Alkaloids"
"C3266624",3,"MacConkey Broth"
"C1332776",3,"COX6C gene"
"C0077068",3,"tricine"
"C0996613",3,"Pinus sylvestris (plant)"
"C0950112",3,"Hemorrhagic Syndrome, Bovine"
"C0544886",3,"Somatic mutation"
"C0001979",3,"Octanols"
"C1040644",3,"Filobasidiales"
"C1217445",3,"Genus Sprattus"
"C0013229",3,"Drugs, Chinese Herbal"
"C0138693",3,"propylsulfonic acid"
"C4726056",3,"Organ of Interest"
"C0013363",3,"Dysautonomia"
"C0574583",3,"Yakima language"
"C1522475",3,"Intradermal Route of Drug Administration"
"C4054215",3,"PedsQL-4 Parent Report"
"C0028117",3,"Nissl Bodies"
"C0681685",3,"secular trend"
"C1335852",3,"SNF11"
"C0809885",3,"x12"
"C0018524",3,"Hallucinations"
"C4321264",3,"MCM9 wt Allele"
"C3662483",3,"Allergic sensitization"
"C0037973",3,"ORDER SPIROCHAETALES"
"C0276180",3,"Monkeypox"
"C0008039",3,"Cheyne-Stokes Respiration"
"C1011212",3,"Farfantepenaeus notialis"
"C0443260",3,"Milky"
"C0025525",3,"Metacarpophalangeal joint structure"
"C5137419",3,"lectin-induced modified bacterial internalization"
"C0085859",3,"Polyglandular Type I Autoimmune Syndrome"
"C2346474",3,"Immune Cell Function Assay"
"C3826821",3,"U.S. Centers for Disease Control and Prevention"
"C2700321",3,"Nadia - zebrafish"
"C1417867",3,"NTHL1 gene"
"C1927751",3,"Lactobacillus backii"
"C1705808",3,"SLC5A5 wt Allele"
"C4722015",3,"Cognitive Regulation Index"
"C1096202",3,"Lipoprotein (a) measurement"
"C0301251",3,"Pine oil"
"C0015283",3,"Exocytosis"
"C1323962",3,"heparin lyase activity"
"C1001229",3,"Filipendula"
"C0163230",3,"2-chloroethyl linoleate"
"C0304094",3,"pimenta oil"
"C0969740",3,"Vaccinium macrocarpon"
"C0686346",3,"Gender Dysphoria"
"C1516366",3,"Cellular Compartment Analysis"
"C0028877",3,"Odontogenesis"
"C0016356",3,"Fluoroscopy"
"C0418981",3,"Medical therapy"
"C2930113",3,"incobotulinumtoxinA"
"C1010822",3,"Morinda citrifolia"
"C1622475",3,"rhamnogalacturonan I biosynthetic process"
"C0442777",3,"J1 - near vision finding"
"C1154585",3,"detection of chemical stimulus"
"C0179662",3,"Nursing Stations"
"C0872249",3,"Databases, Protein"
"C1707897",3,"Electronic Billing System"
"C1074815",3,"Alternaria arborescens"
"C1960466",3,"Carotid Intima-Media Thickness"
"C0012459",3,"Dinitrobenzenes"
"C1093657",3,"Calocybe gambosa"
"C1427216",3,"ADGRL3 gene"
"C1258215",3,"Ileus"
"C0086981",3,"Sicca Syndrome"
"C1223557",3,"Solanum aethiopicum"
"C0162448",3,"Glycerophospholipids"
"C0028189",3,"4-Nitrophenylphosphatase"
"C0066553",3,"miloxacin"
"C0278360",3,"Colicin typing"
"C0599618",3,"viscoelasticity"
"C3242458",3,"informative public health"
"C0492616",3,"Ear excavator"
"C0292962",3,"microban"
"C0444427",3,"Ultraviolet absorption"
"C0597147",3,"ototoxin"
"C1538120",3,"XAGE3 gene"
"C0070329",3,"pepstatin"
"C0243130",3,"endemics"
"C0085356",3,"Chlamydomonas reinhardtii"
"C0024477",3,"magnesium oxide"
"C4433487",3,"Issatchenkia sp."
"C1150395",3,"glutamate racemase activity"
"C0231881",3,"Pulmonary resonance"
"C0237807",3,"Mental health program"
"C0178663",3,"globular protein"
"C0032756",3,"Postal Service"
"C0525051",3,"Healthcare Industry"
"C1008869",3,"Fistulina hepatica"
"C2662344",3,"Persicaria odorata"
"C0333386",3,"Chronic lymphocytic inflammation"
"C1259872",3,"flutolanil"
"C0009010",3,"clomipramine"
"C4319820",3,"Peptide Transporter 1"
"C0330220",3,"Aristolochia"
"C1273712",3,"Grading system used"
"C2718029",3,"Automation, Laboratory"
"C1422396",3,"ANLN gene"
"C1416769",3,"L1CAM gene"
"C1548346",3,"Contact Role - Federal Agency"
"C0009542",3,"Complement Hemolytic Activity Assay"
"C1708071",3,"Float"
"C1149577",3,"Gram-positive antibacterial peptide activity"
"C1333655",3,"GADD45A gene"
"C4724754",3,"Makassarese Language"
"C0276093",3,"Edema disease"
"C1414405",3,"ENO3 gene"
"C0328749",3,"Epinephelus morio"
"C1899763",3,"Palaemon modestus"
"C0043316",3,"Xanthine Dehydrogenase"
"C1224837",3,"Kosakonia cowanii"
"C0048294",3,"4-hydroxy-2-hexenal"
"C1257751",3,"Erythroid Cells"
"C0242786",3,"High-Risk Pregnancy"
"C0265240",3,"Goldenhar Syndrome"
"C0077518",3,"turanose"
"C0242499",3,"Seminal plasma (substance)"
"C1167060",3,"nucleoid"
"C3273701",3,"CD1A wt Allele"
"C3849992",3,"Printing, Three-Dimensional"
"C0051547",3,"amberlite"
"C0008628",3,"Chromosome Deletion"
"C0028066",3,"nifedipine"
"C1866431",3,"LEPTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1"
"C1720895",3,"Phototrophic Processes"
"C1414408",3,"ENPP2 gene"
"C3898742",3,"Intensity of Average Pain"
"C2610947",3,"mucus secretion"
"C1420070",3,"SIPA1 gene"
"C0870504",3,"envy"
"C0076539",3,"Thoron (Element)"
"C1516308",3,"Case Report Form"
"C1140627",3,"pulse generators"
"C0701852",3,"cefuroxime sodium"
"C2984081",3,"Very Much"
"C0445059",3,"Musa eponymous strain"
"C0574380",3,"Pangasinan language"
"C0553293",3,"Morus alba"
"C0682915",3,"Lewis Bases"
"C0946257",3,"Nutrition:knowledge"
"C1881376",3,"Light (qualifier)"
"C4704790",3,"Diterpene Alkaloids"
"C0050936",3,"aflatoxin P1"
"C1513684",3,"Mouse Strains"
"C0428413",3,"Serum testosterone measurement"
"C0007649",3,"Cellulose, Oxidized"
"C1113670",3,"Nerve Agents"
"C0016829",3,"Fungal Proteins"
"C1612343",3,"Carumonam Sodium"
"C3658207",3,"Sports for Persons with Disabilities"
"C0681456",3,"historical overview"
"C2742753",3,"physoperuvine"
"C1151370",3,"NADPH-ferrihemoprotein reductase activity"
"C0206109",3,"Iodine Compounds"
"C0795864",3,"Smith-Magenis syndrome"
"C3669593",3,"Cervus elaphus nelsoni"
"C0029877",3,"Ear Inflammation"
"C1158486",3,"DNA Packaging"
"C2607857",3,"Physical performance"
"C0051571",3,"doxorubicin/fluorouracil/methotrexate"
"C0329307",3,"Sphyraena barracuda"
"C0001468",3,"Adenosine Phosphosulfate"
"C0019647",3,"Histone H3"
"C1272641",3,"Systemic arterial pressure"
"C2698501",3,"Northeastern United States Census Region"
"C1096581",3,"Infection caused by Bacillus cereus"
"C0768356",3,"acrinathrin"
"C0428257",3,"Mercury measurement"
"C0039010",3,"Swine Vesicular Disease"
"C0949686",3,"Drug Resistance, Fungal"
"C1030544",3,"Bifurcaria bifurcata"
"C2362914",3,"clinical depression"
"C0028604",3,"Nucleic Acid Probes"
"C3853236",3,"Rice milk"
"C0344183",3,"Exercise anaphylaxis"
"C0014599",3,"Epithelial hyperplasia"
"C1446434",3,"Cryptococcus sp."
"C0029005",3,"Oncogene Proteins"
"C0071744",3,"Cystatin C (substance)"
"C0006155",3,"Breathing Exercises"
"C2346637",3,"Lactose Unit"
"C0030786",3,"Hip Bone"
"C0076986",3,"tri-o-cresyl phosphate"
"C0887818",3,"Parasitic Sensitivity Tests"
"C0489767",3,"salt intake"
"C0876973",3,"Infectious Lung Disorder"
"C0235062",3,"Induction of neuromuscular blockade"
"C0336814",3,"Taxi"
"C0011565",3,"Depreciation"
"C0007227",3,"Cardiovascular Physiological Phenomena"
"C1942951",3,"[Candida] thaimueangensis"
"C0057983",3,"difenzoquat"
"C0229737",3,"Structure of retropharyngeal lymph node"
"C0201227",3,"Surveillance culture"
"C0015799",3,"Feminization"
"C0036965",3,"shikimic acid"
"C3641842",3,"No Concerns"
"C0230474",3,"Pastern"
"C0074727",3,"sodium borate"
"C0007820",3,"Cerebrovascular Disorders"
"C0427386",3,"Bacterial killing test"
"C0516981",3,"Physical function"
"C0410174",3,"Fukuyama Type Congenital Muscular Dystrophy"
"C0440743",3,"Serous"
"C0052378",3,"aristolochic acid II"
"C0022377",3,"Creation of jejunostomy"
"C3820856",3,"monocyte proliferation"
"C1434395",3,"imazapic"
"C0065829",3,"measles, mumps, rubella, varicella vaccine"
"C0039468",3,"temazepam"
"C1474793",3,"Komagataeibacter saccharivorans"
"C1720791",3,"Nutritional Physiological Phenomena"
"C1706469",3,"Gear (shape)"
"C2718049",3,"Text Mining"
"C0180389",3,"Desiccator"
"C0024202",3,"Lymph"
"C1004617",3,"Alveolata"
"C0574187",3,"Manchu language"
"C0664965",3,"pterostilbene"
"C1540252",3,"PAGR1 gene"
"C0036239",3,"Satiation"
"C3896585",3,"Total Nicotine Equivalent"
"C0007990",3,"Chemical Warfare"
"C0669388",3,"decan-4-olide"
"C0524800",3,"Inhalation Exposure"
"C1148479",3,"Electric Eel"
"C4525039",3,"Water Content Determination"
"C0055249",3,"chaetoglobosins"
"C0303267",3,"Nickel compound"
"C0327764",3,"Lepisosteus oculatus"
"C0009326",3,"Collagen Diseases"
"C0596292",3,"Cell Volume"
"C0055817",3,"citrate carrier"
"C0997720",3,"Pycnoporus fungus"
"C1510922",3,"Anti-Adhesion Agent"
"C3850003",3,"Carbon-13 Magnetic Resonance Spectroscopy"
"C2826606",3,"Fungal Colonization"
"C0022925",3,"Lactation"
"C1419589",3,"RNY1 gene"
"C0077538",3,"tylosin B"
"C0036196",3,"Sarawak"
"C1158479",3,"DNA Modification Process"
"C0459815",3,"Cashew nut"
"C0966870",3,"S100 calcium binding protein A10"
"C0325321",3,"Mouflon"
"C0315734",3,"Salmonella Berta"
"C0680244",3,"distrust"
"C0010741",3,"Cytochemistry"
"C0086246",3,"science of ergonomics"
"C0033173",3,"Hospitals, Private"
"C0242658",3,"Male Homosexuality"
"C0041405",3,"Turks and Caicos Islands"
"C4743013",3,"1-hydroxycyclohexyl phenyl ketone"
"C0682356",3,"Witnesses"
"C0337910",3,"Thais (Population Group)"
"C0796693",3,"Sentinel Lymph Node Biopsy"
"C0044155",3,"1-(2-pyridylazo)-2-naphthol"
"C0505385",3,"Level of the fourth thoracic vertebra"
"C0067942",3,"n-dodecane"
"C3911475",3,"Praia"
"C2718052",3,"Radio Frequency Identification Device"
"C0011323",3,"Dental Alloys"
"C3489575",3,"sennosides, USP"
