keyword,count
races,1
herds,1
ecotoxicological effects,1
Colortronic SSP,1
Avian Influenza vaccines,1
open‐cell expanded polystyrene,1
Na‐,1
bronze poplar borer,1
L-proline,1
Pathogens,1
specification,1
Trout,1
BAS700 F,1
pyrethoids,1
celery leaves,1
HUS,1
beta‐lactoglobulin,1
Z‐isomer (M‐1),1
T-cells,1
LCPUFA,1
CAS N° 165450‐17‐9,1
massive open online courses,1
"behavioural priorities (nest‐building, drinking, feeding and foraging, dust bathing, preening, wing flapping, perching, feather pecking, cannibalism)",1
domestic environment,1
palmitic acid,1
Provincial Act,1
gut,1
l‐cystine,1
http://browser.agrisemantics.org/gacs/en/search?clang=en&q=cereal+products&vocabs=,1
can coatings,1
cis‐bixin,1
MON88017,1
Varroa destructor,1
standard toxicity tests,1
pesticide monitoring 2012,1
3006‐210‐23,1
Toyocerin,1
wolves,1
ammoniated glycyrrhizic acid,1
Sanitising,1
glycogenase EC 3.2.1.1,1
"N‐[N‐(3,3‐dimethylbutyl)‐L‐α‐aspartyl]‐",1
"2H‐Perfluoro‐[(5, 8, 11, 14‐tetramethyl)‐tetraethyleneglycol ethyl propyl ether]",1
production processes,1
horses and pigs for fattening,1
pyrimidinyl carbinol,1
large larch bark beetle,1
Follow‐on formulae,1
Pokas Arcadian Recycle Ltd,1
CTLV,1
muscle power,1
iron L‐pidolate,1
1‐dimethylethyl]‐2,1
1‐methoxy‐4‐methylbenzene,1
Elettaria cardamomum(L.) Maton,1
Sodium citrate,1
marrows,1
Oxyfluorfen,1
one health approach,1
chicory roots and spices,1
pesticide.,1
Tallow,1
sodium chlorite,1
yeast‐transformed vitamin B6,1
methyl‐N‐methylanthranilate,1
minimum inhibitory,1
fungucide,1
animal reproduction,1
Regulation (EC) No1829/2003,1
isomalt,1
potassium metabisulfite,1
pork production,1
CAS No 16940‐66‐2,1
E 174,1
seroprevalence,1
iron oxides,1
lakes,1
flotation,1
Thiazolines,1
AZA5,1
dl-PCB,1
working group on the information exchange platform,1
WEE,1
E 249,1
relevant metabolite,1
milk peptides,1
Barstar,1
3‐alkylated aldehydes,1
tribasic copper chloride,1
European Union Reference Laboratory,1
T-2/HT-2 trichotoecens,1
efsa/gmo/nl/2007/39,1
Clones,1
REF. No 92470,1
CCD,1
octopus,1
age of introduction,1
knowledge,1
house cricket,1
Ref. No 35284,1
Beauveria bassiana strain NPP111B005,1
collagen formation,1
blueberry,1
cadang‐cadang disease,1
connective tissues,1
breast cancer,1
bicyclic,1
Sodium carbonate,1
"(Butyl acrylate, methyl methacrylate, styrene) copolymer",1
root-knot nematodes,1
benzofurans,1
host range,1
crisis situations,1
Saccharomyces cerevisiaeCNCMI‐1079,1
livestock-associated MRSA,1
crude glycerine,1
hematite,1
CAS no. 80–05‐7,1
Coumarin,1
ergotism,1
Tussilago farfara L.,1
Fulgoromorpha,1
zoonotic agents,1
Listed Diseases,1
Lettuces,1
3’‐Sialyllactose,1
Cyamopsis tetragonoloba (L.) Taubert,1
FRESTA® F,1
improvement,1
chromium tripicolinate,1
iodine utilisation,1
LOD,1
DDR,1
triazole pyrimidine fungicide,1
ethofumesate,1
paprika extract,1
MON87701,1
erythorbic acid,1
ear biomass,1
SDN‐2,1
Separation Issue,1
Oat grain fibre,1
pig management,1
"2,3‐propane‐tricarboxamide",1
"gut flora stabilisers, 035",1
meal replacement,1
specific protection goals,1
gathering,1
Litopenaeus stylirostris,1
hydrated silicic acid,1
CandidatusPhytoplasma ulmi,1
dinophysis toxin,1
Flavescence dorée phytoplasma,1
Article 13,1
specificity,1
citratsynthase,1
http://browser.agrisemantics.org/gacs/en/search?clang=en&q=oilseeds&vocabs=,1
in silico methods,1
mono-unsaturated fatty acids,1
polyether ether ketone (PEEK),1
triglyceride,1
choice of species,1
CAS No 227099‐60‐7,1
bpa,1
yohimbine,1
59122 glufosinate‐ammonium,1
evaluation overview,1
four‐event maize stack Bt11 × MIR162 × MIR604 × GA21,1
bivalve mollusc,1
S.arizonae,1
Thermal Inactivation,1
anilide pyrazole,1
1‐ethylene glycol,1
Thaumetopoea processionea,1
carnivores,1
Carcass monitoring,1
Vibrio,1
Dibotryon morbosum,1
shrimp,1
REF. No 76845,1
BanMMV,1
Chikungunya virus,1
tumour,1
Francisella tularensis,1
vinylbenzene,1
EFSAPanel guidance,1
mixture with 2‐methyl‐2H‐isothiazol‐3‐one (3:1),1
DP‐Nzh63,1
Ditylenchus destructor,1
MRA,1
tonsils,1
PBDE compounds,1
smut of potato,1
GalliPro®Fit,1
verbal expressions,1
Metarhizium anisopliae var. anisopliae BIPESCO 5/F52,1
http://aims.fao.org/aos/agrovoc/c_26553,1
"pullulan α‐1,6‐glucanohydrolase",1
CAS No 1166–52‐5,1
LACTEM,1
protiokonazol,1
Verbascum thapsusL.,1
potassium alginate,1
Carbon dioxide,1
FGE.73 Rev4,1
tracheomycotic fungi,1
AtAHAS,1
neonicotinoide/nitroguanidine insecticide,1
1a‐homoYTX,1
oregano oil,1
papaya and peanuts,1
Cannabis,1
Cuminum cyminumL.,1
non food‐producing animals,1
sheep meat,1
"n‐octyl 3,4,5‐trihydroxybenzoate",1
L‐tyrosine,1
importation,1
Highly pathogenic avian influenza,1
colourants,1
epidemiological scenarios,1
EU Risk Assessment Agenda,1
CAS number 27136‐15‐8,1
Strawberry vein banding virus,1
EPRV genome activation,1
Results on the monitoring of acrylamide levels in food,1
Trichoderma asperellum strain T34,1
POPs,1
glycosaminoglycans,1
brominated,1
Pleurostomophora spp.,1
FCM Substance No 988,1
vitamin B complex,1
Apple snail,1
Subgroup 2.3,1
NWT‐02,1
deboned meat,1
Sodium hypochlorite,1
cetyl alcohol,1
furfural diethylacetal,1
E 625,1
FCMsubstance No 1066,1
Introduction,1
inorganic,1
iron orotate,1
Risk‐benefit assessment,1
defoliating,1
AA/EPA ratio,1
Morinda citrifolia L,1
aluminium potassium sulphate,1
glasshouses,1
Bromopropylate,1
ornamental industry,1
beneficial species,1
D/z model,1
potato cyst nematodes,1
DIVA Strategy,1
pydiflumetofen,1
food service,1
http://browser.agrisemantics.org/gacs/en/page/C656,1
drinking,1
Isoflavones,1
surb,1
CAS No 33734‐57‐5,1
E 1450,1
foods of animal origin,1
drivers of change,1
tepraloxydim,1
citrus rind borer,1
national survey,1
E965(ii),1
Ralstonia sp.,1
Corynebacterium glutamicumKCCM80172,1
Ref. No. 93485,1
7018‐07‐7,1
STF,1
industrial fish,1
recommended intake,1
CMBV,1
CAS No 000098‐83‐9,1
electronic submission,1
Verticillium albo‐atrum (strain WCS850),1
E 339iii,1
neo‐nicotinoids,1
CASRegistry Number 56‐81‐5,1
Fagopyrum esculentum Moench,1
consumer articles,1
esters and related phenylacetic acid esters,1
glass,1
"3‐(3,5‐di‐Tert‐butyl‐4‐hydroxyphenyl)propanoic acid",1
BIOSTRONG®510,1
http://www.bfr.bund.de/cm/349/uncoated-aluminium-menu-trays-first-research-results-show-high-release-of-aluminium-ions.pdf,1
SNAT,1
l‐Histidine monohydrochloride monohydrate,1
agrochemicals,1
liquid fraction,1
service‐providing units,1
swollen legs,1
fusarium,1
FGE.25Rev2,1
calcium salt of methionine hydroxy analogue,1
système nerveux,1
reversibility,1
field study,1
manganese chelates of lysine and glutamic acid,1
CAS number 160535‐46‐6,1
substances for reduction of the contamination of feed with mycotoxins,1
Plain Caramel,1
fresh meat derivatives,1
pyridafol,1
metolachlor,1
thiobencarb,1
4‐β‐D‐xylan xylanohydrolase,1
silanol,1
"9,9‐Bis(methoxymethyl)fluorene",1
mental performance,1
pinoxaden,1
CAS No 2090‐05‐3,1
Polyvinylpyrrolidone‐vinyl acetate copolymer,1
ethyl cellulose (E 462),1
Lactococcus,1
vision acuity,1
FGE.06Rev1,1
MON 810 pollen,1
hard confectionery,1
Monte Carlo,1
poultry meat supply chain,1
Papaver somniferum,1
mapping tools,1
marine bivalves,1
internet‐scanning,1
enforcement,1
yeast‐transformed zinc,1
Justicia gendarussa L.,1
sedaxane,1
90/220/EEC,1
Spodoptera littoralis nucleopolyhedrovirus,1
E 132,1
intestinal microflora,1
human exposure threshold,1
62003‐27‐4,1
Sodium carboxymethyl cellulose,1
welfare aspects,1
canine,1
phosphatidylcholine 2‐acylhydrolase,1
"2,6,6‐Trimethylcyclohexa‐1",1
Flusilazole,1
spermatozoa,1
Bifidobacterium animalis Lafti B94 (CBS118.529),1
general use,1
hepatitis,1
Mentha spicata,1
"2,3,6‐Trimethylphenol",1
CandidatusPhytoplasma palmae,1
traffic emissions,1
cross protection,1
Rapeseeds,1
iron sodi,1
recycled hot water,1
CAS7631‐86‐9,1
Sweet potatoes,1
Avocados,1
MON 87701,1
Chemical Occurrence data,1
CI Natural Red 4,1
Acer shirasawanum,1
DEPI3,1
FGE.26,1
denathonium benzoate,1
Metosulam,1
Inositol,1
B. abortus,1
Corynebacterium glutamicumKFCC11043,1
control plans,1
entry route,1
echo chambers,1
Robenz®66G,1
Caulimovirus,1
comparability,1
Diphenylamine,1
glucose-6-phosphate dehydrogenase,1
E 472a,1
TSE monitoring,1
TCP,1
dipeptide,1
follow‐up formulae,1
quinoclamine peer review,1
fireblight,1
EC3.1.1.32,1
metabolite M320I04,1
low‐substituted hydroxypropyl cellulose,1
milk processing,1
disodium 5′‐guanylate,1
and metabolic benefits,1
E 133,1
potato stolbur mycoplasma,1
BFBi,1
bowel regularity,1
E127,1
genetic variation,1
CAS Registry Number 13446‐49‐6,1
CAS Registry Number 1333‐86‐4,1
Ascorbyl palmitate,1
"3-Monochloropropane-1,2-diol",1
threshold dose,1
http://id.cabi.org/cabt/72882,1
Cydia pomonella GV,1
peach moth,1
genomic DNA,1
Natugrain® Wheat TS,1
Provita LE,1
di‐calcium malate,1
malathion dicarboxylic acid,1
"mixed 2,4‐bis(1,1‐dimethylpropyl)phenyl and 4‐(1,1‐dimethylpropyl)phenyl triesters",1
physiologically-based kinetic model,1
2‐methylfuran,1
pig welfare,1
Clostridium difficile,1
milk alternatives,1
"N‐ethyl‐N(4‐[(4‐ethyl[(3‐sulphophenyl)methyl]‐amino]phenyl)(2‐sulphophenyl)methylene]‐2,5‐cyclohexadien‐1‐ylidene)‐3‐sulphobenzenemet‐hanaminium hydroxide inner salt",1
Citrus leprosis virus C.,1
β‐xylanase,1
polyfructose,1
CAS number 9010–88‐2,1
sun exposure,1
glycitein,1
tyramine,1
E 1201,1
Picea abies (L.) Karsten,1
S. suihominis,1
CAS number:3825‐26‐1,1
principles of caution,1
aac(6’)‐Ii,1
T‐2 and HT‐2 toxin,1
buffalos,1
food legislation,1
Neotame,1
microcrystalline cellulose,1
Dyella sp,1
herbaria,1
CAS number 908020‐52‐0,1
MS8×RF3,1
SP 07/3,1
organophosphorus,1
dipotassium salt,1
CAS number 3010‐96‐6,1
Service Level Agreement,1
tritrichomonosis,1
gut‐flora stabiliser,1
food/feed,1
nutritional hazards,1
food colourants,1
DP‐Dzb25,1
cupric chelate of amino acids hydrate,1
"Citric acid (E330, CAS No 77–92‐9, FCM Substance No 139)",1
tenacity,1
parameterisation,1
Diferoylmethane,1
attribution,1
geographical distribution of tick borne diseases,1
BIOMET®Zn,1
Simulation model,1
multi‐category logit model,1
electromagnetic field,1
CLR rPET,1
Parabemisia myricae,1
Rainbow trout,1
Avi‐Deccox® 60G,1
"‘endo‐1,4‐beta‐xylanase and endo‐1,3(4)‐beta‐glucanase’",1
Monochamus galloprovincialis,1
PCA,1
feedingstuffs for particular nutritional purpose,1
Nitrite,1
diethylene glycol,1
Trigonella foenum‐graecum,1
fats metabolism,1
safflower seeds,1
Agrilus granulatus granulatus,1
Hibiscus sabdariffa L.,1
glycyrrhizic acid ammoniated,1
oil palms kernels,1
red foxes,1
Peste des Petit Ruminants,1
food record,1
nutritional safety,1
EINECS number 222‐657‐4,1
phospholipase A2,1
Ecosystems services,1
lamb,1
dose–response modelling,1
"sodium hydrogen carbonate (E500ii, CAS No 144–55‐8, FCM Substance No 21)",1
Ricinus communis,1
Mycobacterium avium subsp,1
cattle blood,1
mechanistic studies,1
welfare measure,1
genetically modified (GM),1
non‐circulatively transmitted viruses,1
Euphorbiaceae,1
zinc amino acid chelates,1
Alternaria,1
pospiviroids,1
guide values,1
PEARLNEQ,1
benzthiadiazoles,1
coordination,1
unconjugated straight‐chain and branched‐chain aliphatic primary alcohols,1
E 472c,1
bakery,1
Directive 98/81/EC,1
declinio,1
Cymoxanil,1
litter,1
human pertinent data,1
Chlordane,1
palm,1
forestomach tumours,1
ethylphenyl‐ring and dimethylphenyl‐ring moiety,1
national monitoring programme,1
caprine,1
fruiting vegetables,1
"meptyldinocap. 2,4 DNOPC",1
CAS Registry Number 1107‐26‐2,1
modified mycotoxins,1
ethoxyquin quinone imine,1
waterjet stun / killing method,1
REF. No 62245,1
sodium calcium ascorbyl phosphate,1
testing of potato varities for resistance,1
yellow skunk cabbage,1
Bis(4‐propylbenzylidene)propylsorbitol,1
Quercusspp.,1
Mandipropamid,1
controlled trials,1
Sulphur‐containing heterocyclic compounds,1
Citrus exocortis viroid,1
CAS No: 18154‐32‐0,1
zinc compounds,1
Meat preparation,1
Mepiquat,1
Scientific report of EFSA prepared by the GMO Unit on Public Consultation on the Updated Guidance Document of the Scientific Panel on Genetically Modified Organisms (GMO) for the risk assessment of genetically modified plants and derived food and feed,1
leishmaniosis,1
methyl anthranilate,1
EFSA Data Warehouse,1
post‐market monitoring,1
Biel water maze,1
CAS number 7429‐90‐5,1
pyridate,1
paraffinic,1
risk assessment science,1
Hydroxypropenylbenzenes,1
Vaccinium spp,1
Microplastics,1
food description and classification systems,1
Mitigating measures,1
soil total content concentration of pesticides,1
Phospholipids,1
banana leafroller,1
ACE‐inhibitors,1
forchlorfenuron,1
whole cottonseed,1
Rice-based commodities,1
Sodium benzoate,1
editorial quality,1
"1,1‐dimethoxy‐2‐phenylethane",1
Dead‐in‐shell chicks,1
Melgaço®,1
medicated feed additives,1
special issue,1
5′‐disulphonate,1
FGE.11,1
Shark cartilage,1
Disodium pyrophosphate,1
Citrus chlorotic dwarf virus,1
Nemasys H,1
http://id.agrisemantics.org/gacs/C227|,1
"2‐[(5‐methoxy‐1,3‐dioxolan‐4‐yl)oxy]} ammonium salt",1
Cygro®10G,1
AviPlus®,1
egg white albumin/lysozyme,1
CAS number 068441‐17‐8,1
Metabolism,1
Theoretical Added Maximum Daily Intake,1
cardiac output,1
undocked,1
"FCM substance No 542,393,1000",1
rescalure,1
cervid meat,1
Regulation (EC) No 1924/2006,1
Circulifer tenellus,1
reverse transcriptase polymerase chain reaction,1
pro‐inflammatory,1
Paraguay,1
viroids,1
toxigenic potential,1
shiitake extract,1
Endpoint Selector,1
"thyroid hormones, 3,5",1
institutional food,1
dietary intakes,1
vCJD,1
MON 87427 × MON87460 × MON 89034 × MIR162 × NK603,1
CI 77492,1
sheeps,1
bubble tea,1
BEEHAVE,1
CASnumber 156157‐97‐0,1
‘Biomation’,1
Pediococcus acidilacticiCNCM I‐4622,1
ergot,1
Calcium‐containing fruit juices,1
risk characterization,1
stem vegetables,1
recommended daily intake,1
ascorbic acid (E 300),1
E 558,1
Subgroup 2.7,1
online survey,1
adsorbing agents,1
http://browser.agrisemantics.org/gacs/en/search?clang=en&q=maximum+residue+level&vocabs=,1
allergenic,1
Nano,1
presence at low level,1
corn poppy,1
maize meal,1
magnesium salts of fatty acids,1
RPET Nosinyec,1
urinary acidifier,1
Vapour Pressure,1
metconazole,1
societal needs,1
OHL,1
norwegian food safety authoritity,1
efficacy and emulsifier,1
EINECS 226–109‐5,1
lanthanum carbonate octahydrate,1
Foot‐and‐mouth disease,1
"water (CAS No 7732‐18‐5, FCM Substance No 515)",1
Aegopodium podagraria L.,1
SA‐11,1
aqualysin 1,1
infectious mastitis,1
silver content 0.35 – 0.6 %,1
FOOD RePET FGI. H.,1
Dicamba,1
Stratification,1
manipulable material,1
tissue infectivity,1
Codex Alimentarius,1
Reco‐Kavala S.A.,1
bark beetles,1
European Union Risk Assessment Report Phenol,1
Ref. No. 95500,1
egg albumin,1
"T3,3,5",1
residue variability,1
conversion,1
penicillin,1
metalloids,1
CAS Registry Number 84012–248,1
Hantavirus,1
3’‐SL,1
physical function,1
Clostridium estertheticum,1
coating food supplements,1
lens,1
Dietary survey,1
carriers,1
E 223,1
human/animal health,1
Council Directive 2009/41/EC,1
silthiofam,1
C12‐peptide,1
mustard seed oleoresin,1
pyridoxamine,1
bisglycino‐iron (II) chelate,1
dispersion length,1
Bosnia and Herzegovina,1
CAS number 19430‐93‐4,1
Blood TB Test (BTB),1
Lactobacillus plantarum 299v,1
GM Bacillus subtilis,1
Mg K Citrate,1
REF. No 86432/40,1
feed intake,1
nitroaniline,1
p‐anisyl alcohol,1
Circulifer haematoceps,1
2‐hydroxypropyl methacrylate,1
ECONASE®XT,1
EINECS number 223‐339‐8,1
2‐aminoacetophenone,1
octaacetate,1
competent vectors,1
boron‐enriched yeast,1
rendered fat,1
aliphatic and alicyclic ethers,1
CCPR meeting 2013,1
Polypropylene,1
Polisan Hellas S.A.,1
HCHs,1
6‐dione Theobroma cacao L,1
LOQ,1
brominated flame retardants,1
FCMsubstance No 1075,1
methods for killing,1
electrical stun / killing methods,1
Sphingomonas  elodea,1
regulatory risk assessment,1
phaeophytin b,1
TechnoSpore®,1
hygienization,1
contaminant occurrence data,1
neuromuscular,1
halofuginone,1
freshwater organisms,1
Aluminium sulphate,1
baby bottles,1
Honey bee mortality,1
benzalkonium chloride (BAC),1
volcanic ashes,1
Varroaspp.,1
Lecanicillium muscarium,1
drain flow,1
Oxford Nanopore Technologies,1
citrus ringspot,1
MON 88302 × MS8 × RF3,1
pesticide monitoring,1
disease profile,1
blood meal,1
E 337,1
CAS Registry Number 57‐06‐7,1
Public health,1
Former foodstuffs,1
Circulifer tenellus (Ct),1
fisheries,1
data search,1
stannous oxide,1
cylinderpermopsin,1
CAS No 999‐97‐3,1
ixodid,1
serenity,1
FGE.70,1
calves health,1
aliphatic acyclic diols,1
Blood meal,1
beneficial effects,1
"calcitriol, 1,25‐dihydroxycholecalciferol",1
enterotoxins,1
CAS No. 008013–07‐8,1
health benefit,1
testosterone,1
norpseudoephedrine (cathine),1
cotton T304‐40,1
"Poly(3‐nonyl‐1,1‐dioxo‐1‐thiopropane‐1,3‐diyl)‐block‐poly(x‐oleyl‐7‐hydroxy‐1,5‐diiminooctane‐1,8‐diyl)",1
CAS No. 10101‐39‐0,1
Pest categorisation,1
2’‐dihydroxybiphenyl,1
KDF,1
Chrysoperla Carnea,1
N‐Methylolmethacrylamide,1
Questionnaire,1
hygiene condition enhancer,1
sulfonyl urea,1
tomatoes and aubergines,1
ferrous sulphate,1
2‐(4‐methylphenoxy)‐N‐(1H‐pyrazol‐3‐yl)‐N‐(thiophen‐2‐ylmethyl)acetamide,1
Garlic,1
FOC PG410.3,1
pathways,1
Aculops fuchsiae,1
farmer,1
2‐(2‐methylprop‐1‐enyl)‐4‐methyltetrahydropyran,1
52009‐14‐0,1
"1,4‐dimethylnaphthalene",1
Glycaemic carbohydrates,1
formamidine,1
disaster veterinary medicine,1
squid,1
other salads,1
JRC climate data,1
Drug waste,1
NSK‐SD®,1
metam‐potassium,1
embryo,1
mussel,1
tissue‐selective,1
lactobacillus,1
homocysteine metabolism,1
Diaporthe Toxica,1
DMO protein,1
prostaglandins,1
grass pea,1
myrtenyl acetate,1
H5 and H7 subtypes,1
Senecio,1
spatial autocorrelation,1
animal carcass,1
Implementing Regulation (EU) No 503/2013,1
FL‐NO 15.024,1
Ref. No. 81870,1
key reproductive phases,1
innovation,1
Animal and plant health,1
energy‐restricted diet,1
in‐crop,1
triazole alanine,1
Rhodiola rosea L,1
2‐chloro‐4‐(methylsulfonyl)benzoic acid (CMBA),1
oxygen,1
lactic acidCampylobacterspp.Salmonella,1
Ref. No. 31335,1
"5,5‐trimethylcyclohexane homopolymer",1
4‐methylphenol,1
DEHA,1
5‐dimethylthiophene,1
sum of isomers,1
Bacterial transformation,1
BTB,1
inositol hexanicotinate,1
potato (Solanum tuberosum),1
phytotoxins,1
copper orotate,1
E 407,1
Arthropods,1
neighbourhood programme,1
cucurbits and radishes,1
bone deformity,1
E 538,1
Infectious pustular vulvovaginitis,1
recycling process Sky‐Light MPR,1
Citrus leprosis virus N sensu novo,1
Calcium stearoyl‐2‐lactylate,1
CAS number 6422‐86‐2,1
DON,1
background levels,1
residents,1
orotate,1
Volatilisation,1
Regulation (EC) No 721/2003,1
insect,1
rape seeds,1
European Neighbourhood Programme,1
n‐3 LCPUFA,1
arthropod,1
Ulmus sp,1
Pasteuria nishizawae,1
nortropan,1
CAS Registry Number 471‐34‐1,1
laboratory diagnostic control,1
analysis model,1
CAS Registry Number 83‐88‐5,1
biological invasions,1
Asiatic citrus canker,1
TRADISMOKE™ A MAX,1
CAS Registry Numbers: 65‐86‐1,1
brown alga,1
Reference Intake ranges for macronutrients (RI),1
"Prospective studies,",1
MZHG0JG,1
juglone,1
Leptospira,1
cataract,1
Echinacea purpurea,1
Food and waterborne outbreak,1
slow live chilling,1
trimagnesium dicitrate anhydrous,1
pencycuron‐BP‐amine,1
2’‐fucosyllactose,1
extended-spectrum beta-lactamases,1
MCPD,1
glufosinate‐ammonium containing herbicides,1
tentative work programme,1
FCM substance No 979,1
beans (with pods),1
Quillajaextract,1
agent based models,1
nerve tissue,1
terminated with chlorohexafluoropropyloxy groups,1
vegetable oil,1
ergolines,1
Fragaria × ananassa,1
MTBC,1
vitamin B6,1
Fructose,1
ecological agriculture,1
growth inhibitors,1
Ampelomyces quisqualisstrainAQ10,1
CAS No 000919‐30‐2,1
Food allergy,1
glucosylated steviol glycosides,1
foods for special medical purposes (FSMP),1
Pecten spp.,1
fresh beans and peas with and without pods,1
IFN‐γ test,1
Bis(2‐ethylhexyl) phthalate,1
Allergens,1
methionine‐zinc,1
Chromium glycinate nicotinate hydrochloride,1
high-fructose corn syrup,1
phloem feeding,1
ferric pyrophosphate,1
Hop stunt viroid,1
Apulian strain,1
communities,1
grower pigs,1
Paenibacillus lentus,1
diterpene,1
Bandera super‐clean,1
Bacillussp. M3‐1,1
Metabolite,1
CAS Registry Number 9002‐96‐4,1
Echinococcus multilocularis distribution,1
teliospores,1
Gut flora stabilisers,1
Annual Report,1
all‐rac‐α‐tocopheryl acetate,1
upper intake levels,1
Ferric sodium EDTA,1
transmission rate,1
Ceratopogonidae,1
Petroleum oils,1
manganese hydroxychloride,1
L. reuteriDSM17938,1
FCM substance No 01031,1
in vitro testing,1
norephedrine,1
Ltd. PolyER,1
bio‐security measures,1
Rheum officinale,1
sulfur‐substituted furan derivatives,1
Sharpak Bridgewater Ltd,1
H3N2pM,1
APDESK unit,1
Technological additives,1
dinitroaniline herbicide,1
Waxes,1
"4,4’‐dioxo‐ β‐carotene",1
natural intestinal barrier,1
cardoons,1
grafted plants,1
Cysticercosis,1
CAS No. 117‐21‐5,1
FCM substance No 01017,1
dissimilar mode of action,1
total viable count,1
bromide ion,1
European anticipated production volume,1
furan‐2,1
resistant starch,1
"(Butyl acrylate, butyl methacrylate, methyl methacrylate) copolymer",1
Neopentyl glycol,1
Nutrimune,1
Risk coverage,1
Food chain information,1
digestive enzymes,1
pectenotoxin,1
Calluna vulgaris (L.) Hull,1
FCMsubstance No. 1076,1
acetylated distarch phosphate,1
Zea v,1
Potexvirus,1
Quantitative Risk Assessment (QRA),1
"Scientific conference, focal point",1
2‐(2‐quinolyl)indan‐1,1
wine fruits,1
ELS,1
enterotoxin,1
MMST,1
http://id.agrisemantics.org/gacs/C1239|,1
phenoxy propionic herbicide,1
"LCCP,",1
bifenox peer review,1
aluminium sulphate,1
venison,1
E 213,1
Lactobacillus paracasei ssp. paracasei F19,1
T-lymphocytes,1
viable cells,1
sour orange scab,1
Guidance Document of the Task Force on Zoonoses Data Collection ‐ Manual for Reporting of Food‐borne Outbreaks in the framework of Directive 2003/99/EC,1
anthocyanidins,1
calcium citrate malate,1
DG CNCM I‐1572,1
catering waste,1
n‐6 polyunsaturated fatty acids,1
Arctium lappa,1
catering,1
CAS number 867‐13‐0,1
industrial fatty acids,1
imidazolinone fungicide,1
Akkermansia muciniphila,1
"Salmonella, feed, pig, risk, cost–benefit, farm, Finland",1
boning,1
Programming practice,1
L‐5‐MTHF‐Ca,1
Stigmasterol‐rich plant sterols,1
unloading,1
Brassicaceae,1
Zea mays L.,1
genetically modified carnation Moonlite,1
CAS No 26046–90‐2,1
Cylactin,1
tertiary‐Butylhydroquinone,1
accelerated failure time model,1
viral outbreaks,1
Imazaquin,1
Romanian language,1
nanofiltration,1
excretion,1
CASNo 3319‐31‐1,1
montmorillonite–illite mixed layer clay mineral,1
FL‐no: 21.004,1
AveMix®XG10,1
camelids,1
biotoxins,1
Val‐Pro‐Pro,1
Monascus purpureus,1
white‐banded elm leafhopper,1
literature search and review,1
olive leaf water extract,1
EFSA guidance document,1
batch testing,1
substance favourably affecting the environment,1
Aureobasidium pullulans,1
Scientific principles,1
Codex MRLs,1
leaves and sprouts of Brassica spp.,1
Glycerol esters of gum rosin,1
subgroup 1.2.3,1
Regulation (EC) No 2160/2003,1
recoSTAR PET FG,1
root crop,1
CAS 42774‐15‐2,1
approaches,1
STFRecycling GmbH,1
Ecklonia cava,1
preferential flow,1
perfluorooctane sulfonate,1
roping of bread,1
enterohaemorrhagic,1
Propan‐2‐ol,1
trans‐fatty acids (TFA),1
national programmes,1
Intense sweeteners,1
"n‐propyl 3,4,5‐trihydroxybenzoate",1
banana scab moth,1
humic acid/fulvic acid chelate,1
Fructo‐oligosaccharides (FOS),1
ocular dryness,1
Tolerable Upper Intake Level of Silicon,1
allylhydroxybenzenes,1
FGE.204,1
Trypanosoma evansi,1
Smoke Flavouring EPIC model (SMK‐EPIC),1
method of analysis,1
calculus,1
chervil,1
salinomycin‐sodium,1
E 426,1
immunomodulation,1
purpose breeding,1
CAS number 117675‐55‐5,1
synthetic auxin,1
perilla oil,1
intestinal transit,1
HPAIH5N8,1
CAS 16731‐55‐8,1
sustainable development,1
nitrophenyl ether herbicide,1
Tetrahydrocannabinol,1
Cyprinus carpio,1
3‐methylfuran,1
dinitrophenol,1
protection and seroconversion,1
Bisphenol A diglycidyl ether,1
blood lipid,1
fuchsia gall mite,1
Aspergillus,1
CAS Registry Number 68425–17‐2,1
Satsuma dwarf virus,1
citrus flower moth,1
CAS No. 118‐45‐6,1
evidence synthesis,1
Metarhizium brunneumBIPESCO5/F52,1
cytidine 5‐diphosphocholine,1
ammonium vanadate,1
pore water,1
enriched,1
oxanilic acid derivative,1
positively affects welfare,1
3H‐Perfluoro‐3‐[(3‐methoxy‐propoxy)propanoic acid],1
E 304(ii),1
Crisis simulation exercise,1
red core,1
polyphenolic extract,1
Biosaf Sc47,1
ECx,1
metabolite M510F01,1
AviMatrix®,1
Prussic acid,1
transmission of data,1
dessicant,1
Munro dataset,1
gastric acid,1
CAS no. 50–00‐0,1
Trichlorfon,1
REF. No 62020,1
Magnesium bisglycinate chelate,1
acetyl derivatives,1
CAS No. 106990‐43‐6,1
west Nile fever,1
cholesterol metabolism,1
Salmonella enterica,1
oxime carbamate,1
Guatemalan potato tuber moth,1
off‐crop,1
Cinnamyl alcohol,1
zinc requirements,1
Xanthomonas citripv.aurantifolii,1
palytoxin (PlTX)‐toxin group toxins,1
8‐hydroxyquinoline (sulfate),1
post‐mortem inspection,1
Data collection template,1
CAS No 6846–50‐0,1
Trichomonosis,1
monobasic monohydrate potassium aspartate,1
Clopyralid,1
Appetite,1
FLO‐40685‐2,1
compounds of trace element,1
Commodity risk assessment,1
Lactobacillus paracasei LMG P‐22043,1
DTU,1
fresh beans and soya beans,1
yeast‐transformed vitamin B12,1
documentation,1
extracts ofTagetes erecta,1
140‐88‐5,1
