"CUI","count","name"
"C3849996",2,"Diet, Western"
"C0031549",2,"Genus: Phlebotomus"
"C1515356",2,"Vanderbilt-Ingram Cancer Center"
"C0003076",2,"Aniridia"
"C0019985",2,"Hospital Restructuring"
"C0010031",2,"Cornea"
"C1261479",2,"Childhood growth AND/OR development finding"
"C0680883",2,"accredited"
"C1935017",2,"Hishimonus"
"C0148405",2,"Vinegar"
"C0037024",2,"Sialic Acid Assay"
"C3989225",2,"Davidsoniella"
"C2986822",2,"Semiquantitative Method"
"C0700135",2,"distorted"
"C1929869",2,"Scaphoideus titanus"
"C0205363",2,"Stratified"
"C1420586",2,"TARBP2 gene"
"C0058678",2,"domoic acid"
"C0138041",2,"potassium propionate"
"C1516213",2,"Cancer Patient"
"C2826348",2,"Invitation"
"C0490499",2,"ALCOHOL CONTROL MATERIALS"
"C2699980",2,"Toxicology: Repeat Dose Toxicity [Species, Route, Duration]"
"C0424577",2,"No complaints"
"C1059546",2,"Larix gmelinii"
"C0011923",2,"Diagnostic Imaging"
"C0302332",2,"Poisoning syndrome"
"C0019112",2,"Hemorrhoids"
"C0131956",2,"nattokinase"
"C3829443",2,"June"
"C0031367",2,"phenanthrene"
"C1572485",2,"GRAPE SKIN EXTRACT"
"C0342928",2,"Molybdenum deficiency"
"C0599953",2,"Virus Inactivation"
"C0071520",2,"polybutene"
"C0327953",2,"Salvelinus fontinalis"
"C1004757",2,"Microbacterium imperiale"
"C1213560",2,"Thekopsora"
"C0949399",2,"Peanuts - dietary"
"C1553638",2,"Maxillary right canine abutment"
"C1004439",2,"Fulgoromorpha"
"C1875156",2,"Flanders"
"C0344351",2,"Gluten-Free Diet"
"C0020980",2,"Immunoassay method"
"C0237576",2,"group discussion"
"C0475370",2,"Hydrophilicity"
"C0026339",2,"Biological Models"
"C0680340",2,"collective"
"C1708635",2,"Laboratory Information Management System"
"C0872104",2,"Assisted Reproductive Technologies"
"C0029195",2,"Oregon (geographic location)"
"C0301611",2,"distilled alcoholic beverage"
"C0440016",2,"Allergenic extract"
"C1366263",2,"Hyperimmune Colostrum, Bovine"
"C0019464",2,"Hexanones"
"C0037253",2,"Skeletal system"
"C0815035",2,"Fatty acid ethyl ester"
"C0079395",2,"G1 Phase"
"C1539501",2,"FBXW4 gene"
"C0072063",2,"procymidone"
"C1880234",2,"proline, DL-"
"C0442822",2,"trace amount"
"C0022132",2,"Isle of Man"
"C0039902",2,"thioguanine"
"C0048297",2,"4-hydroxy-2-nonenal"
"C0456170",2,"Left atrial pressure"
"C0201777",2,"Tolerance test"
"C0005533",2,"Polymethyl Methacrylate"
"C0003015",2,"Angiotensin-Converting Enzyme Inhibitors"
"C1959616",2,"Phosphatidylcholines"
"C1547429",2,"Attending (provider role)"
"C2585445",2,"Galician language"
"C1553389",2,"Act Status - suspended"
"C0085349",2,"Nosema"
"C1711411",2,"Verification"
"C3842396",2,"No difference"
"C0597570",2,"thermophile"
"C0331571",2,"Sorghum bicolor"
"C0034245",2,"pyrethrins"
"C0524785",2,"Benefit-Risk Assessment"
"C0850149",2,"Dry cough"
"C0600766",2,"Betalains"
"C0240146",2,"Laborer"
"C0301590",2,"Increased calorie diet"
"C0003075",2,"Anions"
"C0011750",2,"Developing Countries"
"C0085632",2,"Apathy"
"C0599383",2,"Marine Organisms"
"C4743777",2,"Activator"
"C0220784",2,"anatomic"
"C0452712",2,"White rice"
"C0030286",2,"Pancreatic Diseases"
"C0996228",2,"Carnobacterium"
"C0162735",2,"Point Mutation"
"C2348485",2,"X-Ray Exposure Time"
"C1003204",2,"Hynobiidae"
"C1720755",2,"Child Nutritional Physiological Phenomena"
"C2985601",2,"Experimental Unit"
"C0682355",2,"tourist"
"C0041734",2,"United States Public Health Service"
"C3824560",2,"BRE1 E3 ubiquitin ligase complex"
"C0034785",2,"beta-adrenergic receptor"
"C0016499",2,"Food, Irradiated"
"C4704677",2,"Stakeholder Engagement"
"C0039401",2,"Educational process of instructing"
"C1710183",2,"Standard Operating Procedure"
"C3244233",2,"disease specific policy"
"C0012359",2,"Pathological Dilatation"
"C0243088",2,"sequelae aspects"
"C0033808",2,"Pseudomonas"
"C2348259",2,"Dietary Cadmium"
"C0302113",2,"Fragility"
"C0030176",2,"Packaging"
"C0132172",2,"nerolidol"
"C3179044",2,"Water Wells"
"C0132779",2,"nonylphenol ethoxylate"
"C2826945",2,"Physical Examination Subcategory"
"C1154648",2,"detection of symbiotic bacterium"
"C0392209",2,"Nutritional status"
"C0030182",2,"Paecilomyces"
"C0026572",2,"Mortuary Practice"
"C0006055",2,"Botulinum Toxins"
"C1706245",2,"Precision - characteristic"
"C0871735",2,"executives"
"C0007027",2,"Carbonic Acid"
"C0439806",2,"Gross (qualifier value)"
"C0036109",2,"Salmo salmo"
"C4086651",2,"Nutrient-rich Whole Wheat Flour Supplement"
"C0015097",2,"Ethylenethiourea"
"C0008161",2,"chloral hydrate"
"C1254359",2,"Physiologic Function"
"C0032950",2,"prednisolone"
"C3873513",2,"Invasive listeriosis"
"C1504473",2,"Herbal Supplements"
"C0452227",2,"Belt, device"
"C0681818",2,"Social survey"
"C1026059",2,"Durio zibethinus"
"C3639196",2,"CDISC ADAS-Cog - Commands Summary Score"
"C4287656",2,"Monoclonal Antibody M30"
"C0022772",2,"North Korea"
"C0796524",2,"Monoclonal Antibody F19"
"C1512714",2,"Ineligibility"
"C0020332",2,"Hydroxybutyrates"
"C0010068",2,"Coronary heart disease"
"C1116542",2,"Abelmoschus esculentus"
"C1142072",2,"oral toxicity"
"C4551704",2,"Alive"
"C0684192",2,"DNA fragments"
"C0012171",2,"Dietary Fats"
"C0064631",2,"laminaran"
"C3494386",2,"Crowdsourcing"
"C3763908",2,"Grapevine red blotch virus"
"C3827727",2,"Undetectable"
"C2584314",2,"Throwing"
"C0337564",2,"Biological son"
"C1054201",2,"Scorzonera"
"C0449562",2,"Biotype"
"C0149368",2,"zinc acetate"
"C0232370",2,"Florid red complexion (finding)"
"C0013700",2,"Egg Proteins"
"C0331068",2,"Gelsemium"
"C0205157",2,"Remote"
"C0010406",2,"Cryoprotective Agents"
"C0045287",2,"2,2-bis(4-glycidyloxyphenyl)propane"
"C0279482",2,"Bleomycin/Prednisone/Vincristine regimen (BOP)"
"C0599512",2,"foaming agent"
"C4704817",2,"Data Visualization"
"C1857041",2,"Ectodermal dysplasia, ectrodactyly, and macular dystrophy"
"C0028873",2,"Odds Ratio"
"C0024492",2,"Mail"
"C0023508",2,"White Blood Cell Count procedure"
"C0000843",2,"Abscisic Acid"
"C0429403",2,"Pattern ERG P50"
"C0006692",2,"edetate calcium disodium"
"C0060185",2,"fenoxycarb"
"C0023837",2,"Lipoxygenase"
"C0128296",2,"metiram"
"C1548784",2,"Excellent - Specimen Quality"
"C4684639",2,"Demographic Data"
"C0040953",2,"Trichotillomania"
"C0331308",2,"Artemisia (plant)"
"C0002845",2,"Androgens, Synthetic"
"C0029073",2,"Operon"
"C0022787",2,"Euphausiacea"
"C1514417",2,"Previous Pain Treatment Assessment"
"C1882644",2,"Rat Proliferative Change by Location"
"C1707535",2,"Curation"
"C0028823",2,"Octanes"
"C0439545",2,"Time patterns"
"C0015258",2,"Evisceration - action"
"C0031322",2,"Pharmacy facility"
"C0065772",2,"MCC protocol"
"C1259630",2,"3,7-dimethyl-1,6-octadien-3-yl propionate"
"C0031243",2,"Perylene"
"C0870509",2,"Escape (mental process)"
"C3266822",2,"HL7 data type"
"C1882115",2,"Normalize"
"C0030547",2,"Parenteral Nutrition"
"C0521059",2,"Ascoma"
"C0034035",2,"Public Sector"
"C0679560",2,"Genetic screening method"
"C0231170",2,"Disability"
"C0026918",2,"Mycobacterium Infections"
"C0023903",2,"Liver neoplasms"
"C0026618",2,"Dental Fluorosis, Acquired"
"C0453435",2,"Chocolate candy"
"C0950577",2,"Icon brand of cyhalothrin"
"C0237485",2,"Attendants -- group"
"C0001002",2,"acetone"
"C0003162",2,"anthracene"
"C0868941",2,"Data Processing"
"C4476470",2,"Drug Misuse"
"C2986816",2,"Scan Throughput"
"C0014901",2,"Esthetics (discipline)"
"C0740885",2,"ALIAS"
"C0162650",2,"Intrauterine Cordocentesis"
"C0059668",2,"estrone sulfate"
"C0002903",2,"Anesthesia procedures"
"C0020606",2,"Hypocreales"
"C1510776",2,"Addendum"
"C3715328",2,"Clonostachys"
"C0185112",2,"Therapeutic Mobilization"
"C0677482",2,"Parasitism"
"C0206210",2,"Total Quality Management"
"C1413290",2,"CDK9 gene"
"C0598631",2,"Lipophilicity"
"C0020336",2,"hydroxychloroquine"
"C1881713",2,"Medical Device Material Separation"
"C0032085",2,"Plant Oils"
"C0017982",2,"glycosylation"
"C3813622",2,"Overall Well Being"
"C2350599",2,"Chemical Hazard Release"
"C5201090",2,"Sudden (qualifier value)"
"C0682951",2,"hydrazides"
"C0110093",2,"clopyralid"
"C0235031",2,"Neurologic Symptoms"
"C4075115",2,"Pandrug-resistant bacteria"
"C1456501",2,"Preventive intent"
"C0085841",2,"Artificial Feeding"
"C0061444",2,"glucuronic acid"
"C0337439",2,"Iron measurement"
"C0445672",2,"Nutritionally variant streptococci"
"C1123034",2,"Guarana"
"C0729441",2,"Filler (substance)"
"C0005971",2,"Bone plates"
"C0060961",2,"galactomannan"
"C3540037",2,"CALCIUM SUPPLEMENTS"
"C0596019",2,"chloride ion"
"C0016228",2,"Fleas"
"C4054930",2,"Fraudulently Obtained Product"
"C0012262",2,"Diglycerides"
"C0015060",2,"Ethyl Ethers"
"C4278820",2,"bicyclopyrone"
"C0205548",2,"Stat (do immediately)"
"C0070324",2,"peppermint preparation"
"C0680812",2,"zoning"
"C0684140",2,"essential nutrients"
"C3536769",2,"Sodium to Potassium Ratio Measurement"
"C1325683",2,"protein body"
"C3896924",2,"Anti-CD19/CD3 Tetravalent Antibody AFM11"
"C0055809",2,"citral"
"C4743557",2,"Primary Outcome Variable"
"C0006440",2,"Bursa of Fabricius"
"C0700125",2,"Geography, Medical"
"C0020202",2,"Crossbreeding"
"C0005885",2,"Body Composition"
"C0032071",2,"Plankton"
"C2346926",2,"Macronutrient"
"C0009117",2,"Coagulants"
"C1562348",2,"Transplacental transmission"
"C0321907",2,"Cercaria"
"C4291661",2,"Opportunity Scoring"
"C0678803",2,"Chemical Exposure"
"C0870132",2,"analysts"
"C3494324",2,"Meaningful Use"
"C3897243",2,"Uninterpretable"
"C4085254",2,"Salvia hispanica Seed"
"C0005574",2,"Biotechnology"
"C4253251",2,"Biological molecule"
"C2931218",2,"Tetraamelia multiple malformations"
"C0439794",2,"Dense"
"C2347309",2,"Mustard Greens (dietary)"
"C0179226",2,"Basin"
"C0452415",2,"Diet, Healthy"
"C0446373",2,"Mytilus edulis"
"C0027485",2,"Natural Disasters"
"C2698170",2,"Application Form: FDA Form 1571"
"C0087113",2,"Treatment Effectiveness"
"C1551402",2,"Macroscopic observation"
"C0998469",2,"Choristoneura"
"C0005059",2,"benzocaine"
"C0276890",2,"Infection by Nosema"
"C0064065",2,"isoprothiolane"
"C0282688",2,"Evolution, Molecular"
"C0687678",2,"product label"
"C1706276",2,"Near"
"C0996301",2,"Phaeodactylum tricornutum"
"C2985434",2,"Disease-causing Mutation"
"C0449582",2,"With texture"
"C0030636",2,"Pasteurella Infections"
"C1046231",2,"Batrachochytrium"
"C0023129",2,"Latvian Language"
"C1012281",2,"Pratylenchidae"
"C1076874",2,"Moringa stenopetala"
"C1513384",2,"Molecular Genetic Technique"
"C3847505",2,"Repository"
"C0344211",2,"Supportive care"
"C0021219",2,"indigo carmine"
"C0561296",2,"Cut of back"
"C1517184",2,"Field Survey"
"C0024808",2,"Marihuana"
"C0070570",2,"phenol"
"C1034430",2,"Aphis gossypii"
"C0234234",2,"Tender"
"C4684579",2,"Carry-over Effect"
"C2945732",2,"Iti"
"C0017887",2,"nitroglycerin"
"C1368999",2,"Late effect of medical intervention"
"C0683939",2,"Research Organization"
"C4547209",2,"propoxycarbazone sodium"
"C1935042",2,"Scaphoideus"
"C0009373",2,"Colonic Diseases"
"C0020717",2,"I Blood-Group System"
"C3853758",2,"Metabolic Profile"
"C0006212",2,"Bromates"
"C0332253",2,"Evolving"
"C0057304",2,"delphinidin"
"C0013144",2,"Drowsiness"
"C0600620",2,"Hospitalists"
"C0597298",2,"Protein Isoforms"
"C1705117",2,"Increment"
"C0019053",2,"Hemolysin"
"C0021966",2,"Iodides"
"C3658367",2,"Social Validity, Research"
"C0066220",2,"methyl acetate"
"C3719544",2,"Fusarium euwallaceae"
"C1516022",2,"Antimicrobial Effect"
"C1623502",2,"urea catabolic process"
"C0444315",2,"Food specimen"
"C2349155",2,"Worksheet"
"C0885093",2,"Anise stellatum / star anise homeopathic preparation"
"C0031519",2,"Phialophora"
"C0771584",2,"magnesium glutamate"
"C0301704",2,"phosphatidylserine"
"C0013125",2,"intravenous administration"
"C3830166",2,"February"
"C1532464",2,"Tuberculin unit"
"C0442889",2,"Sporocysts"
"C4724475",2,"Enrichment (technique)"
"C3255653",2,"cetyl myristate"
"C1553035",2,"Unit Of Measure Prefix - micro"
"C0231193",2,"adaptive"
"C0010763",2,"Cytochrome P-450 CYP2E1"
"C0678933",2,"Genetic Loci"
"C1335208",2,"PHB gene"
"C2826346",2,"Single Group Study"
"C0183652",2,"String (device)"
"C0871028",2,"Paragraph"
"C0242849",2,"Microscopy, Atomic Force"
"C0233754",2,"Derealization"
"C1522232",2,"Transplacental Route of Drug Administration"
"C0007343",2,"castor oil"
"C0040648",2,"TRANSCRIPTION FACTOR"
"C0683954",2,"research results"
"C0454822",2,"Balearic Islands"
"C0231297",2,"stressful"
"C4763482",2,"Epoxidation"
"C3242540",2,"Issued by System"
"C0025125",2,"Medicinal Herbs"
"C0007448",2,"Cations, Divalent"
"C0382698",2,"quinclorac"
"C0752268",2,"Hensen Node"
"C0683888",2,"Technological Innovations"
"C4763872",2,"Communicable Disorder"
"C1138602",2,"Pecans"
"C0871939",2,"time series"
"C0021521",2,"Inorganic Chemicals"
"C0206116",2,"Microglia"
"C1710178",2,"Stacking Breath"
"C1038171",2,"Bacillus flexus"
"C4086729",2,"Pathologic Examination"
"C0022773",2,"South Korea"
"C0058836",2,"Dynamin GTPase"
"C0032376",2,"Polish language"
"C0005902",2,"Body Surface Area"
"C1519203",2,"Scientist Exchange Program"
"C0019432",2,"Hexachlorobenzene"
"C0005862",2,"Southern blot assay (procedure)"
"C0205095",2,"Dorsal"
"C1001036",2,"Pterocarya"
"C0039297",2,"tantalum"
"C2347689",2,"Product Development Protocol"
"C0276477",2,"Sialodacryoadenitis of rat"
"C2945614",2,"lactamase"
"C0206592",2,"Orbivirus"
"C0071115",2,"piperonal"
"C1265234",2,"Nontuberculous Mycobacteria"
"C0162576",2,"Anisakiasis"
"C2698217",2,"Middle Eastern"
"C1260943",2,"Anas platyrhynchos"
"C0235378",2,"Hepatotoxicity"
"C0596632",2,"Growth Cones"
"C0050411",2,"acenaphthylene"
"C1061676",2,"Mesomycetozoea"
"C2348954",2,"Heptadecenoic Acid"
"C0239059",2,"Cigarette smoke (substance)"
"C0700597",2,"Adulthood"
"C0374711",2,"Surgical repair"
"C0326994",2,"Lungless salamander"
"C1513877",2,"National Action Plan on Breast Cancer"
"C0017243",2,"Gel"
"C1272691",2,"To be stopped"
"C0026642",2,"Mouth Protectors"
"C1821269",2,"Waist-Height Ratio"
"C0915082",2,"isopulegol"
"C4612009",2,"Coniferiporia"
"C0035236",2,"Respiratory syncytial virus"
"C0445148",2,"O157"
"C0750508",2,"persistently"
"C0441659",2,"Recreational flying"
"C2741985",2,"dibromoneopentyl glycol"
"C4055211",2,"Composite Score"
"C0059512",2,"ergocristine"
"C0022727",2,"Klebsiella"
"C0750541",2,"apparently"
"C0042306",2,"vanadium"
"C0077074",2,"triclopyr"
"C0238421",2,"Selenium deficiency"
"C4743760",2,"Rapid Eye Movement Sleep Phase Latency"
"C2986505",2,"Genetic Profile"
"C0069665",2,"oryzalin"
"C1458952",2,"Lactobacillus diolivorans"
"C0018889",2,"Helminthiasis"
"C2247561",2,"5-(carboxyamino)imidazole ribonucleotide mutase activity"
"C1519200",2,"Science Policy"
"C0041242",2,"Trypsin Inhibitors"
"C0034519",2,"Electromagnetic Radiation"
"C0013202",2,"Drug Residues"
"C0020286",2,"Hydrogenation"
"C0014122",2,"Subacute Bacterial Endocarditis"
"C0475219",2,"Liter Per Day"
"C1520007",2,"Viral Vector"
"C0445750",2,"Salmonella enterica"
"C0442529",2,"Urban environment"
"C0026113",2,"Miliaria"
"C4086370",2,"Growth Behavior"
"C1831860",2,"Beneo Synergy 1"
"C0009763",2,"Conjunctivitis"
"C4524546",2,"Blood Products Distribution Center"
"C0442015",2,"Digital X-ray"
"C0038329",2,"stigmasterol"
"C1383501",2,"Cytoplasmic matrix"
"C0242381",2,"Lyme Arthritis"
"C0376250",2,"Portuguese language"
"C4764233",2,"Chemical Identification"
"C5205800",2,"CDISC SDTM Implementation Guide Version 3.1.1"
"C1138393",2,"Nested Genes"
"C0184666",2,"Hospital admission"
"C0596952",2,"Mitochondrial Membranes"
"C0056778",2,"cyclomaltodextrin glucanotransferase"
"C0025209",2,"Melanosis"
"C4542972",2,"Carbapenemase-producing bacteria"
"C0442636",2,"Geographic canal"
"C1007430",2,"Gluconobacter frateurii"
"C0030554",2,"Paresthesia"
"C1515235",2,"Technology Development Study"
"C0030612",2,"Animal Milk Fever"
"C0024943",2,"Mauritania"
"C0750600",2,"undefined"
"C0024858",2,"Maryland (geographic location)"
"C4553297",2,"Cystic Echinocccosis"
"C0013203",2,"Drug resistance"
"C1515187",2,"Take"
"C0425104",2,"Shift worker"
"C0071771",2,"potassium metabisulfite"
"C2348164",2,"Screening Study"
"C0600169",2,"Kinematics"
"C0205238",2,"True"
"C0005893",2,"Body mass index procedure"
"C0205486",2,"Psychologic"
"C3540252",2,"PYURF gene"
"C1706526",2,"Class Cestoda"
"C0950014",2,"Rhodiola rosea"
"C0330325",2,"Corylus"
"C0322496",2,"Order Lepidoptera larva"
"C2919244",2,"Walloon language"
"C0683875",2,"lexicon"
"C0005612",2,"Birth Weight"
"C0332238",2,"Indifferent"
"C1551377",2,"holder"
"C0205468",2,"parasitological"
"C0330394",2,"Buckwheat"
"C0558004",2,"Environmental assessment"
"C0015148",2,"Eucalyptus"
"C0102137",2,"alginate"
"C1152556",2,"alpha-amylase inhibitor activity"
"C4288071",2,"Unexplained"
"C0205350",2,"Disproportionate"
"C0599752",2,"intestinal bacteria"
"C0007068",2,"carboxymethylcellulose"
"C0103465",2,"Anthranilate"
"C0019618",2,"Histiocytosis"
"C4074338",2,"methyl vinyl ether"
"C0453438",2,"Plain chocolate"
"C1274703",2,"Chronic telogen effluvium"
"C1188732",2,"Exomala orientalis"
"C0336902",2,"Jewelry"
"C1449851",2,"Lactococcus lactis subspecies lactis"
"C2936313",2,"Small Business"
"C0439294",2,"Kilogram per Cubic Meter"
"C2700640",2,"Encode (action)"
"C0440015",2,"dandelion extract"
"C0059513",2,"ergocryptine"
"C0443218",2,"Fixed behavior"
"C1561445",2,"Racing - Animals"
"C0266815",2,"Cow milk allergy"
"C0949899",2,"Annonaceae"
"C0347984",2,"During"
"C0870369",2,"Crafts (art)"
"C0424324",2,"Fighting"
"C0045277",2,"2,2,4-trimethylpentane"
"C0332294",2,"Resulting in"
"C3887536",2,"raspberry flavor"
"C0037532",2,"sodium nitrite"
"C3899575",2,"Clinical Trial Management Plan"
"C0378070",2,"paclobutrazol"
"C3829281",2,"Limited by Health"
"C0002031",2,"Algae, Brown (eukaryote)"
"C0071773",2,"potassium nitrite"
"C1373187",2,"Renal Elimination"
"C0678624",2,"flotation"
"C0008864",2,"citrulline"
"C2827601",2,"hydrogenated palm oil"
"C0076379",2,"theaflavin"
"C3495428",2,"aluminum silicate"
"C0013626",2,"Education, Continuing"
"C0006416",2,"Myanmar"
"C0221085",2,"Taenia Saginata"
"C4759722",2,"Environmental Science"
"C0242970",2,"Fat-Restricted Diet"
"C0453108",2,"Artichoke"
"C0013443",2,"Ear structure"
"C1048267",2,"Microbacterium foliorum"
"C0332140",2,"Diagnosis, clinical"
"C0851515",2,"environmental issues"
"C4744932",2,"FDA Technical Specification Name and Version"
"C0033476",2,"Propionibacterium"
"C0239312",2,"Western European"
"C0279336",2,"altretamine/cisplatin/cyclophosphamide/misonidazole protocol"
"C0806957",2,"Microbial susceptibility tests"
"C1174999",2,"ethiprole"
"C2825051",2,"Pack unit"
"C0997325",2,"Blakeslea"
"C0317807",2,"Mycoplasma gallisepticum"
"C3273359",2,"Manufactured Object"
"C0033611",2,"Protective Clothing"
"C0038250",2,"Stem cells"
"C0003993",2,"asparaginase"
"C4289964",2,"Aqua"
"C1279901",2,"Firstly"
"C0009817",2,"Consultant"
"C0020944",2,"Immobilization"
"C0014038",2,"Encephalitis"
"C0301066",2,"Chloroaniline"
"C1062435",2,"Geobacillus"
"C0013369",2,"Dysentery"
"C0637802",2,"echinacoside"
"C0068450",2,"naringenin"
"C0010405",2,"Cryopreservation"
"C2826277",2,"Planned Time Point Number"
"C0085559",2,"intensive care"
"C0994524",2,"Ash tree"
"C0085158",2,"Agrochemicals"
"C4046088",2,"Failure Mode and Effect Analysis"
"C4763251",2,"Virchow line"
"C0920998",2,"Domain specific term"
"C0023636",2,"License"
"C0521390",2,"neuronal"
"C1516084",2,"Attempt"
"C0027976",2,"New York (geographic location)"
"C0080301",2,"Vaginal Birth after Cesarean"
"C0995001",2,"flaxseed extract"
"C0086792",2,"Personal Communication"
"C0282215",2,"beta-Lactams"
"C1337395",2,"mycophenolate sodium"
"C0006413",2,"Burkitt Lymphoma"
"C1324593",2,"phenylalanine dehydrogenase activity"
"C0444649",2,"Master"
"C1293122",2,"Augmentation procedure"
"C0059747",2,"ethyl acetate"
"C0597070",2,"Nitroalkanes"
"C1999002",2,"Actual Negative Coping"
"C0868946",2,"digest"
"C0422809",2,"Number of fetuses"
"C1269765",2,"Assisted (qualifier value)"
"C0950020",2,"Cupressaceae"
"C1879918",2,"CAS Number"
"C3179302",2,"Antioxidant Effect"
"C0599739",2,"synergism"
"C0036642",2,"Senecio"
"C0277960",2,"Dry hair"
"C0024687",2,"Mandible"
"C0027908",2,"Neurotransmitters"
"C0005149",2,"beta-2 Microglobulin"
"C0162340",2,"Comprehension"
"C0336792",2,"Hand tool"
"C4085306",2,"area 9"
"C0205248",2,"Granular"
"C4288901",2,"In-House"
"C0442830",2,"Alternating current"
"C1522577",2,"follow-up"
"C0021051",2,"Immunologic Deficiency Syndromes"
"C0225386",2,"Breath"
"C0023705",2,"Lignin"
"C0022742",2,"Knee"
"C0043375",2,"xylose"
"C1024683",2,"Dothistroma septosporum"
"C1690188",2,"Monochamus galloprovincialis"
"C4522169",2,"Curie Scoring System"
"C0521111",2,"Retarded"
"C1159372",2,"Protein Targeting, Cellular"
"C5206534",2,"Meal Data Completion Status"
"C0453112",2,"Beetroot"
"C0025929",2,"Laboratory mice"
"C0748864",2,"small size"
"C2986529",2,"German Commission E"
"C1706210",2,"Cassette Device"
"C0331269",2,"Echium lycopis"
"C2350825",2,"Photodegradation"
"C0871510",2,"Test Taking Skills"
"C1443844",2,"Mode of transmission"
"C1515936",2,"American Association of Cancer Research"
"C1032503",2,"Eretmocerus"
"C0441770",2,"Stage 2C"
"C2826285",2,"Flow Rate"
"C1513492",2,"motor movement"
"C2610967",2,"RES complex"
"C0422392",2,"Screening Method"
"C2339480",2,"Cambium"
"C0997235",2,"Heliconiaceae"
"C0564461",2,"Ultraviolet B radiation"
"C0030092",2,"oxytetracycline"
"C1013521",2,"Agrotis"
"C0019516",2,"Hibernation"
"C4288851",2,"Kite Pharma"
"C0014248",2,"Endospore-Forming Bacteria"
"C1894962",2,"Nemorimyza maculosa"
"C0206262",2,"Geminiviridae"
"C2348821",2,"Tropical Fruit Punch Flavor"
"C3276616",2,"Poor communication"
"C0050410",2,"acenaphthene"
"C5231318",2,"Risk of cardiovascular disease"
"C0060243",2,"ferric phosphate"
"C0581394",2,"Swelling of lower limb"
"C1101538",2,"CP-461"
"C0082226",2,"deoxyhypusine synthase"
"C0016215",2,"Flavivirus"
"C3658311",2,"Plant Dormancy"
"C2350274",2,"Optical Devices"
"C0027463",2,"National Institute for Occupational Safety and Health, U.S."
"C0013552",2,"Economic Development"
"C1457869",2,"Defect"
"C4704836",2,"Medical Countermeasures"
"C3272903",2,"Overall Response"
"C0032522",2,"Polymethacrylic Acids"
"C0331262",2,"Boraginaceae"
"C0001622",2,"Adrenal Gland Hyperfunction"
"C0597240",2,"Physical State"
"C0012644",2,"Animal Disease Models"
"C0320187",2,"Phomopsis"
"C1150044",2,"cellulase activity"
"C0041912",2,"Upper Respiratory Infections"
"C1512962",2,"Intramural Research Training Award"
"C1003005",2,"Diaspididae"
"C2698559",2,"Breakfast"
"C1511484",2,"Consolidation Therapy"
"C2945744",2,"Bud - CHV concept"
"C0011570",2,"Mental Depression"
"C1705285",2,"Mutation Abnormality"
"C0242756",2,"Titan"
"C0006758",2,"Californium"
"C0000507",2,"4-Hydroxyphenylpyruvate Dioxygenase"
"C0035827",2,"Rumanian language"
"C0037016",2,"Shrews"
"C0752328",2,"Lentinula edodes"
"C0453128",2,"Gherkin (food)"
"C0314887",2,"Paenibacillus larvae"
"C0452449",2,"Tonic water"
"C0702240",2,"Elevation"
"C1708067",2,"Flag"
"C1004443",2,"Cicadomorpha"
"C0376368",2,"Research Priorities"
"C0042932",2,"Vocalization, Animal"
"C0001046",2,"Acetylcholinesterase Inhibitors"
"C0040480",2,"Musculoskeletal torsion, function"
"C0024868",2,"Gas Chromatography-Mass Spectrometry"
"C1136066",2,"TATA-Binding Protein Associated Factors"
"C2314846",2,"Xanthomonas citri"
"C0043299",2,"Diagnostic radiologic examination"
"C0028589",2,"Nuclear Proteins"
"C0008848",2,"Cities"
"C0475463",2,"Antibodies, Neutralizing"
"C4763659",2,"Anti-CTLA-4/OX40 Bispecific Antibody ATOR-1015"
"C0597304",2,"Proteolysis"
"C0055754",2,"cinnamic aldehyde"
"C0024574",2,"maleic anhydride"
"C1011520",2,"Panax notoginseng"
"C0598439",2,"flavanoid"
"C1015543",2,"Ampelomyces quisqualis"
"C0020687",2,"Hypoxanthine Phosphoribosyltransferase"
"C0004936",2,"Mental disorders"
"C0687756",2,"ordinance"
"C0028075",2,"Nigeria"
"C0492547",2,"CULTURE MEDIA, SELECTIVE BROTH"
"C0457575",2,"Finger-prick sampling (procedure)"
"C0995666",2,"Arthrobacter ramosus"
"C0059954",2,"exophthalmos producing substance"
"C0013835",2,"Electromagnetic Fields"
"C0542299",2,"Behavioral change"
"C0085169",2,"Anticarcinogenic Agents"
"C0085556",2,"Hospital Mortality"
"C0015686",2,"Fatty Acids, Essential"
"C1021728",2,"Australian grapevine yellows phytoplasma"
"C0238749",2,"Baker, general"
"C0796070",2,"MICROPHTHALMIA, SYNDROMIC 7"
"C0242365",2,"Legal Status"
"C0368930",2,"Coagulation time measurement"
"C1428722",2,"CBARP gene"
"C1257886",2,"Freezing Point Temperature"
"C1880268",2,"Material Deformation"
"C0005194",2,"Beta-amylase"
"C0871968",2,"categorizing"
"C0027934",2,"Neurotoxins"
"C0332285",2,"Within"
"C0290627",2,"Reliance resin cement"
"C2348149",2,"Sample Statistic"
"C0074727",2,"sodium borate"
"C0043440",2,"prepar"
"C0059927",2,"Exact brand biomedical or dental material"
"C1325583",2,"central element"
"C3641165",2,"Narrow Surgical Margin"
"C1289943",2,"Triarylmethane dye"
"C0441463",2,"Static"
"C0003725",2,"Arboviruses"
"C0995330",2,"Sinorhizobium fredii"
"C0006121",2,"Brain Stem"
"C0442543",2,"Open sea"
"C0007554",2,"cefotaxime"
"C0022418",2,"Jordan"
